Time,BS_ID,BS_STATUS,BS_LOC_X,BS_LOC_Y,ANT_ID,ANT_SEC,TRX_ID,TRX_X,TRX_Y,TRX_ANG,UE_ID,UE_MID,UE_LOC_X,UE_LOC_Y,MAX_DR (bits),DEMAND_DR (bits),REAL_DR (bits),BS_Trans_PWR (W),UE_Rec_PWR (W),RSRP (dBm),RSSI (dBm),RSRQ (dB),DDR (%), SNR, AVTH, RET, DIST, DIST95
9,0,3,0,0,1,120,78,0.143121,0.371306,48.14,121,2,-6.19476,1.95026,136,131,128,1.43563e-12,1.19636e-12,-89.2214,-58.4296,-10.7918,2.29008,-0.449864,0.42,1,6.49451,1
9,0,3,0,0,1,120,77,-0.386418,0.0655763,50.85,122,2,1.00361,3.55357,159,9,9,6.05129e-12,5.04274e-12,-82.9733,-52.1815,-10.7918,0,5.79818,0.61,1,3.69257,0
9,0,3,0,0,1,120,76,0.136418,0.367436,58.05,123,1,1.64851,5.53304,142,138,138,1.98633e-12,1.65528e-12,-87.8113,-57.0195,-10.7918,0,0.960219,0.38,1,5.7734,1
9,0,3,0,0,1,120,75,-0.379715,0.0694463,58.27,124,0,-0.695776,4.68218,152,150,150,3.37399e-12,2.81166e-12,-85.5104,-54.7186,-10.7918,0,3.26114,0.04,1,4.7336,0
9,0,3,0,0,1,120,74,0.129715,0.363566,42.1,125,0,-2.89332,0.487895,160,9,9,9.31574e-12,7.76311e-12,-81.0996,-50.3078,-10.7918,0,7.67187,0.71,1,2.93417,0
9,0,3,0,0,1,120,73,-0.373012,0.0733163,45.98,126,2,-8.15325,2.32095,120,68,61,7.04934e-13,5.87445e-13,-92.3103,-61.5185,-10.7918,10.2941,-3.53882,0.6,1,8.47717,1
9,0,3,0,0,1,120,72,0.123012,0.359696,54.52,127,1,-8.37664,0.782404,120,51,51,7.18587e-13,5.98822e-13,-92.227,-61.4352,-10.7918,0,-3.45551,0.47,1,8.4131,1
9,0,3,0,0,1,120,71,-0.366309,0.0771863,37.88,128,0,-1.19769,0.0743777,160,32,30,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,6.25,11.1481,0.03,1,1.2,0
9,0,3,0,0,1,120,70,0.116309,0.355826,47.89,129,2,-1.55974,4.5449,151,45,45,3.2465e-12,2.70542e-12,-85.6777,-54.8858,-10.7918,0,3.09386,0.3,1,4.80509,0
9,0,3,0,0,1,120,69,-0.359606,0.0810563,54.99,130,0,-0.84194,0.855066,160,104,104,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.59,1,1.2,0
9,0,3,0,0,1,120,68,0.109606,0.351956,33.97,131,1,-6.32843,3.20097,131,119,119,1.12774e-12,9.39786e-13,-90.2697,-59.4779,-10.7918,0,-1.4982,0.43,1,7.09191,1
9,0,3,0,0,1,120,67,-0.352903,0.0849263,50.91,132,0,-0.98279,0.688567,160,89,89,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.56,1,1.2,0
9,0,3,0,0,1,120,66,0.102903,0.348086,30.31,133,1,-1.97488,4.82696,147,122,122,2.61742e-12,2.18118e-12,-86.6131,-55.8213,-10.7918,0,2.15843,0.29,1,5.21533,1
9,0,3,0,0,1,120,65,-0.3462,0.0887963,41.25,134,0,-3.56092,1.71548,158,61,61,5.21467e-12,4.34556e-12,-83.6195,-52.8277,-10.7918,0,5.15197,0.7,1,3.9526,0
9,0,3,0,0,1,120,64,0.0962002,0.344216,36.98,135,0,-7.55035,2.16681,125,53,53,8.57827e-13,7.14856e-13,-91.4578,-60.666,-10.7918,0,-2.6863,0.62,1,7.85511,1
9,0,3,0,0,1,120,63,-0.339497,0.0926663,56.18,136,2,-3.61001,7.04402,124,121,113,8.40868e-13,7.00724e-13,-91.5445,-60.7527,-10.7918,6.61157,-2.77302,0.63,1,7.91521,1
9,0,3,0,0,1,120,62,0.0894972,0.340346,55.11,137,2,-1.67658,7.40388,127,35,35,9.38898e-13,7.82415e-13,-91.0656,-60.2738,-10.7918,0,-2.29411,0.46,1,7.59134,1
9,0,3,0,0,1,120,61,-0.332794,0.0965363,41.94,138,1,-0.076378,1.19757,160,157,157,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.23,1,1.2,0
9,0,3,0,0,1,120,60,0.0827941,0.336476,34.86,139,0,-0.888837,0.806206,160,10,1,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,90,11.1481,0.9,1,1.2,0
9,0,3,0,0,1,120,59,-0.326091,0.100406,58.68,140,2,-0.0226681,1.5901,160,33,33,1.80442e-11,1.50368e-11,-78.2284,-47.4366,-10.7918,0,10.5431,0.26,1,1.59027,0
9,0,3,0,0,1,120,58,0.0760911,0.332606,41.6,141,0,-0.474993,9.3901,113,11,11,5.47557e-13,4.56297e-13,-93.4075,-62.6157,-10.7918,0,-4.63601,0.03,1,9.40211,1
9,0,3,0,0,1,120,57,-0.319388,0.104276,38.84,142,1,2.35681,7.21384,127,94,94,9.39645e-13,7.83038e-13,-91.0622,-60.2704,-10.7918,0,-2.29066,0.54,1,7.58907,1
9,0,3,0,0,1,120,56,0.069388,0.328736,44.59,143,0,-1.23143,1.04567,160,96,96,1.78636e-11,1.48863e-11,-78.2721,-47.4803,-10.7918,0,10.4994,0.03,1,1.6155,0
9,0,3,0,0,1,120,55,-0.312685,0.108146,46.15,144,0,-1.11913,0.433062,160,7,7,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.51,1,1.2,0
9,0,3,0,0,1,120,54,0.062685,0.324866,53.52,145,2,-1.26742,1.70482,160,77,77,1.42517e-11,1.18764e-11,-79.2531,-48.4613,-10.7918,0,9.51837,0.61,1,2.12433,0
9,0,3,0,0,1,120,53,-0.305982,0.112016,42.59,146,2,-5.39292,3.50845,137,78,78,1.47338e-12,1.22782e-12,-89.1087,-58.3168,-10.7918,0,-0.337146,0.7,1,6.43372,1
9,0,3,0,0,1,120,52,0.055982,0.320996,58.71,147,0,-2.90788,8.51681,116,47,47,6.07914e-13,5.06595e-13,-92.9534,-62.1616,-10.7918,0,-4.18188,0.69,1,8.99954,1
9,0,3,0,0,1,120,51,-0.299279,0.115886,44.51,148,1,-1.59143,1.0005,160,122,122,1.5968e-11,1.33067e-11,-78.7593,-47.9675,-10.7918,0,10.0122,0.63,1,1.8798,0
9,0,3,0,0,1,120,50,0.0492789,0.317126,48.98,149,2,-4.49642,2.45528,148,10,3,2.74487e-12,2.28739e-12,-86.4066,-55.6148,-10.7918,70,2.36492,0.23,1,5.12311,1
9,0,3,0,0,1,120,49,-0.292576,0.119756,59.26,150,0,-0.291959,1.16394,160,44,44,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.21,1,1.2,0
9,0,3,0,0,1,120,48,0.0425759,0.313256,59.96,151,1,-0.193535,1.18429,160,134,134,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.54,1,1.2,0
9,0,3,0,0,1,120,47,-0.285873,0.123626,43.81,152,1,2.41823,8.14587,120,94,94,7.00745e-13,5.83954e-13,-92.3362,-61.5444,-10.7918,0,-3.5647,0.02,0,8.49723,1
9,0,3,0,0,1,120,46,0.0358729,0.309386,42.41,153,2,-6.27924,3.38268,131,86,86,1.11042e-12,9.25349e-13,-90.3369,-59.5451,-10.7918,0,-1.56543,0.83,0,7.13242,1
9,0,3,0,0,1,120,45,-0.27917,0.127496,47.79,154,1,-3.50741,4.07856,146,45,45,2.40849e-12,2.00707e-12,-86.9744,-56.1826,-10.7918,0,1.79714,0.79,1,5.37927,1
9,0,3,0,0,1,120,44,0.0291698,0.305516,47.76,155,0,-4.68466,6.53798,123,27,27,8.06476e-13,6.72063e-13,-91.7259,-60.9341,-10.7918,0,-2.95439,0.35,1,8.04309,1
9,0,3,0,0,1,120,43,-0.272467,0.131366,44.18,156,0,0.179872,4.18349,156,25,25,4.56442e-12,3.80369e-12,-84.198,-53.4061,-10.7918,0,4.57356,0.5,1,4.18736,0
9,0,3,0,0,1,120,42,0.0224668,0.301646,39.21,157,2,2.11582,8.09259,121,79,79,7.29207e-13,6.07672e-13,-92.1633,-61.3715,-10.7918,0,-3.39179,0.97,1,8.36461,1
9,0,3,0,0,1,120,41,-0.265764,0.135236,53.16,158,0,-0.575127,1.0532,160,154,154,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.05,1,1.2,0
9,0,3,0,0,1,120,40,0.0157638,0.297776,46.34,159,0,-4.90307,6.02915,125,11,11,8.82427e-13,7.35356e-13,-91.335,-60.5432,-10.7918,0,-2.56351,0.75,1,7.77115,1
9,0,3,0,0,1,120,39,-0.259061,0.139106,31.01,160,1,-6.56902,4.41596,124,28,28,8.40829e-13,7.0069e-13,-91.5447,-60.7529,-10.7918,0,-2.77323,0,1,7.91535,1
9,0,3,0,0,1,120,38,0.00906071,0.293906,51.68,161,2,0.468702,3.28349,160,113,113,7.50528e-12,6.2544e-12,-82.0381,-51.2463,-10.7918,0,6.73337,0.48,1,3.31677,0
9,0,3,0,0,1,120,37,-0.252358,0.142976,36.89,162,0,-3.49257,5.70103,135,30,30,1.32528e-12,1.1044e-12,-89.5687,-58.7769,-10.7918,0,-0.797236,0.42,0,6.68579,1
9,0,3,0,0,1,120,36,0.00235769,0.290036,30.91,163,1,-0.88009,1.95528,160,128,128,1.41152e-11,1.17627e-11,-79.2949,-48.5031,-10.7918,0,9.47658,0.59,1,2.14422,0
9,0,3,0,0,1,120,35,-0.245655,0.146846,36.21,164,0,-7.11629,2.56386,127,93,85,9.47947e-13,7.89956e-13,-91.024,-60.2322,-10.7918,8.60215,-2.25246,0.57,1,7.56405,1
9,0,3,0,0,1,120,34,-0.00434535,0.286166,38.23,165,2,-2.80312,0.952859,160,156,156,9.17924e-12,7.64937e-12,-81.1637,-50.3719,-10.7918,0,7.60777,0.68,1,2.96064,0
9,0,3,0,0,1,120,33,-0.238952,0.150716,44.51,166,1,-0.934641,3.21533,159,34,34,7.37087e-12,6.14239e-12,-82.1166,-51.3248,-10.7918,0,6.65489,0.04,1,3.34842,0
9,0,3,0,0,1,120,32,-0.0110484,0.282296,34.79,167,1,-3.24901,0.861483,159,33,33,7.31687e-12,6.09739e-12,-82.1486,-51.3567,-10.7918,0,6.62295,0.19,1,3.36128,0
9,0,3,0,0,1,120,31,-0.232249,0.154586,30.59,168,2,-1.09796,0.484241,160,15,15,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.64,1,1.2,0
9,0,3,0,0,1,120,30,-0.0177514,0.278426,50.31,169,0,-0.324215,3.82489,158,118,118,5.56554e-12,4.63795e-12,-83.3367,-52.5449,-10.7918,0,5.43477,0.4,1,3.83861,0
9,0,3,0,0,1,120,29,-0.225546,0.158456,43.72,170,2,-4.57752,6.53706,124,5,5,8.23052e-13,6.85877e-13,-91.6375,-60.8457,-10.7918,0,-2.86602,0.48,1,7.9804,1
9,0,3,0,0,1,120,28,-0.0244545,0.274556,53.42,171,0,-1.51788,1.64581,160,34,34,1.34741e-11,1.12284e-11,-79.4968,-48.705,-10.7918,0,9.27469,0.4,1,2.23889,0
9,0,3,0,0,1,120,27,-0.218843,0.162326,41.82,172,2,-2.00056,3.34962,158,128,128,5.36881e-12,4.47401e-12,-83.493,-52.7012,-10.7918,0,5.27848,0.54,1,3.90156,0
9,0,3,0,0,1,120,26,-0.0311575,0.270686,51.05,173,1,-5.84776,7.19761,114,33,33,5.6564e-13,4.71366e-13,-93.2664,-62.4746,-10.7918,0,-4.4949,0.07,1,9.27372,1
9,0,3,0,0,1,120,25,-0.212139,0.166196,31.57,174,1,-0.531862,2.4005,160,28,28,1.20467e-11,1.0039e-11,-79.9831,-49.1913,-10.7918,0,8.7884,0.3,1,2.45871,0
9,0,3,0,0,1,120,24,-0.0378605,0.266816,57.54,175,0,-3.34318,4.79767,142,120,109,1.91783e-12,1.59819e-12,-87.9637,-57.1719,-10.7918,9.16667,0.807798,0.77,1,5.8476,1
9,0,3,0,0,1,120,23,-0.205436,0.170066,57.32,176,2,0.0470897,7.6168,126,31,27,9.30525e-13,7.75437e-13,-91.1045,-60.3127,-10.7918,12.9032,-2.33302,0.1,1,7.61694,1
9,0,3,0,0,1,120,22,-0.0445636,0.262946,32.73,177,1,-0.0922372,5.34807,146,70,70,2.44562e-12,2.03801e-12,-86.9079,-56.1161,-10.7918,0,1.86358,0.27,1,5.34887,1
9,0,3,0,0,1,120,21,-0.198733,0.173936,50.86,178,0,-3.217,0.817602,160,29,29,7.49457e-12,6.24548e-12,-82.0443,-51.2525,-10.7918,0,6.72717,0.26,1,3.31927,0
9,0,3,0,0,1,120,20,-0.0512666,0.259076,56.07,179,0,0.247268,1.17425,160,131,131,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.94,1,1.2,0
9,0,3,0,0,1,120,19,-0.19203,0.177806,51.71,180,1,-4.24355,3.14807,147,11,10,2.52757e-12,2.10631e-12,-86.7648,-55.973,-10.7918,9.09091,2.00674,0.8,1,5.28375,1
9,0,3,0,0,1,120,18,-0.0579697,0.255206,49.06,181,1,-1.05683,1.30826,160,129,129,1.73879e-11,1.44899e-11,-78.3894,-47.5975,-10.7918,0,10.3822,0.5,1,1.6818,0
9,0,3,0,0,1,120,17,-0.185327,0.181676,36.75,182,2,-8.96352,1.78124,115,102,93,5.8579e-13,4.88159e-13,-93.1144,-62.3226,-10.7918,8.82353,-4.34288,0.52,1,9.13879,1
9,0,3,0,0,1,120,16,-0.0646727,0.251336,36.62,183,1,-0.368463,1.14203,160,93,93,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.57,1,1.2,0
9,0,3,0,0,1,120,15,-0.178624,0.185546,39.97,184,0,-4.12567,6.09952,129,22,22,1.01859e-12,8.48827e-13,-90.7118,-59.92,-10.7918,0,-1.94029,0.37,1,7.36378,1
9,0,3,0,0,1,120,14,-0.0713757,0.247466,42.86,185,1,-4.63639,3.17245,144,52,45,2.14057e-12,1.78381e-12,-87.4865,-56.6947,-10.7918,13.4615,1.285,0.74,1,5.61788,1
9,0,3,0,0,1,120,13,-0.171921,0.189416,41.55,186,1,-6.57611,0.100851,135,129,129,1.38659e-12,1.15549e-12,-89.3723,-58.5805,-10.7918,0,-0.600826,0.61,1,6.57688,1
9,0,3,0,0,1,120,12,-0.0780788,0.243596,38.65,187,1,-1.96838,0.54323,160,153,153,1.48224e-11,1.2352e-11,-79.0826,-48.2908,-10.7918,0,9.6889,0.04,1,2.04196,0
9,0,3,0,0,1,120,11,-0.165218,0.193286,38.15,188,1,1.36117,6.85281,132,114,114,1.17463e-12,9.78856e-13,-90.0928,-59.301,-10.7918,0,-1.3213,0.09,1,6.98669,1
9,0,3,0,0,1,120,10,-0.0847818,0.239726,55.37,189,0,-1.14784,0.349956,160,79,79,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.17,1,1.2,0
9,0,3,0,0,1,120,9,-0.158515,0.197156,43.32,190,0,-7.33454,1.27318,128,29,29,9.89297e-13,8.24414e-13,-90.8385,-60.0467,-10.7918,0,-2.06703,0.6,1,7.44422,1
9,0,3,0,0,1,120,8,-0.0914848,0.235856,54.38,191,1,-0.586358,4.82623,151,58,58,3.14958e-12,2.62465e-12,-85.8093,-55.0175,-10.7918,0,2.96222,0.36,1,4.86172,0
9,0,3,0,0,1,120,7,-0.151812,0.201026,46.77,192,1,-7.01413,1.65886,130,102,102,1.07927e-12,8.99394e-13,-90.4605,-59.6687,-10.7918,0,-1.68899,0.26,0,7.20763,1
9,0,3,0,0,1,120,6,-0.0981879,0.231986,42.52,193,1,0.1527,1.19024,160,122,122,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.87,1,1.2,0
9,0,3,0,0,1,120,5,-0.145109,0.204896,55.93,194,0,-5.44659,2.63416,140,50,50,1.74605e-12,1.45505e-12,-88.3712,-57.5794,-10.7918,0,0.400277,0.92,1,6.05014,1
9,0,3,0,0,1,120,4,-0.104891,0.228116,55.54,195,2,-9.41592,1.79485,112,40,40,5.23433e-13,4.36194e-13,-93.6032,-62.8114,-10.7918,0,-4.83169,0.03,1,9.58546,1
9,0,3,0,0,1,120,3,-0.138406,0.208766,54.6,196,0,-1.18274,0.202807,160,84,84,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.47,1,1.2,0
9,0,3,0,0,1,120,2,-0.111594,0.224246,31.55,197,0,-0.953897,0.728067,160,53,53,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.86,1,1.2,0
9,0,3,0,0,1,120,1,-0.131703,0.212636,39.99,198,1,-2.34909,0.499348,160,152,152,1.24087e-11,1.03406e-11,-79.8545,-49.0627,-10.7918,0,8.91696,0.52,1,2.40158,0
9,0,3,0,0,1,120,0,-0.118297,0.220376,34.38,199,1,-1.4784,3.31406,159,66,66,6.27655e-12,5.23045e-12,-82.8146,-52.0228,-10.7918,0,5.95691,0.96,1,3.62887,0
9,0,3,0,0,2,240,99,0.210152,-0.410006,37.26,200,1,-1.3688,-0.311936,160,113,113,1.93617e-11,1.61348e-11,-77.9224,-47.1306,-10.7918,0,10.8491,0.11,1,1.40389,0
9,0,3,0,0,2,240,98,-0.460152,-0.0230064,56.56,201,0,-0.838171,-0.858761,160,136,132,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,2.94118,11.1481,0.39,1,1.2,0
9,0,3,0,0,2,240,97,0.203449,-0.406136,37.39,202,1,-3.64805,-1.08417,159,103,103,5.67124e-12,4.72604e-12,-83.255,-52.4632,-10.7918,0,5.51648,0.32,1,3.80574,0
9,0,3,0,0,2,240,96,-0.453449,-0.0268764,30.38,203,2,-5.1675,-3.46596,138,25,25,1.61592e-12,1.3466e-12,-88.7076,-57.9158,-10.7918,0,0.0638874,0.54,1,6.22222,1
9,0,3,0,0,2,240,95,0.196746,-0.402266,49.3,204,1,2.09628,-6.64943,132,43,43,1.18138e-12,9.8448e-13,-90.0679,-59.2761,-10.7918,0,-1.29642,0.66,1,6.97204,1
9,0,3,0,0,2,240,94,-0.446746,-0.0307464,44.5,205,1,-1.14721,-1.33872,160,142,142,1.68042e-11,1.40035e-11,-78.5376,-47.7458,-10.7918,0,10.2339,0.45,1,1.76303,0
9,0,3,0,0,2,240,93,0.190043,-0.398396,33.97,206,1,-1.12995,-0.403991,160,103,103,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.83,1,1.2,0
9,0,3,0,0,2,240,92,-0.440043,-0.0346164,39.59,207,1,-0.0399697,-1.19933,160,36,36,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.46,0,1.2,0
9,0,3,0,0,2,240,91,0.18334,-0.394526,43.27,208,1,-4.99599,-2.23891,145,92,92,2.29646e-12,1.91372e-12,-87.1812,-56.3894,-10.7918,0,1.59029,0.52,1,5.47473,1
9,0,3,0,0,2,240,90,-0.43334,-0.0384864,46.39,209,0,-7.43184,-0.241504,128,98,98,9.92317e-13,8.26931e-13,-90.8253,-60.0335,-10.7918,0,-2.0538,0.34,1,7.43576,1
9,0,3,0,0,2,240,89,0.176637,-0.390656,46.57,210,0,0.12528,-7.64842,126,83,83,9.20059e-13,7.66716e-13,-91.1537,-60.3618,-10.7918,0,-2.38214,0.59,1,7.64945,1
9,0,3,0,0,2,240,88,-0.426637,-0.0423564,51.34,211,2,-1.73775,-8.05483,121,33,33,7.57655e-13,6.31379e-13,-91.9971,-61.2053,-10.7918,0,-3.22558,0.93,1,8.24015,1
9,0,3,0,0,2,240,87,0.169934,-0.386786,49.41,212,0,-3.2587,-3.17539,154,48,48,3.72929e-12,3.10774e-12,-85.0756,-54.2837,-10.7918,0,3.69596,0.34,1,4.54997,0
9,0,3,0,0,2,240,86,-0.419934,-0.0462264,52.8,213,2,-4.00891,-2.62272,152,3,0,3.27184e-12,2.72653e-12,-85.6439,-54.8521,-10.7918,0,3.12762,0.67,1,4.79062,0
9,0,3,0,0,2,240,85,0.163231,-0.382916,54.43,214,0,-6.88447,-2.54892,129,73,73,1.02706e-12,8.5588e-13,-90.6759,-59.8841,-10.7918,0,-1.90436,0.77,1,7.34118,1
9,0,3,0,0,2,240,84,-0.413231,-0.0500964,49.38,215,1,-2.42454,-7.87651,121,107,107,7.57402e-13,6.31168e-13,-91.9986,-61.2067,-10.7918,0,-3.22704,0.66,1,8.24123,1
9,0,3,0,0,2,240,83,0.156528,-0.379046,55.72,216,1,-5.42127,-5.55493,125,11,11,8.85197e-13,7.37664e-13,-91.3214,-60.5296,-10.7918,0,-2.5499,0.11,1,7.76192,1
9,0,3,0,0,2,240,82,-0.406528,-0.0539664,56.37,217,2,-1.5792,-0.366239,160,67,67,1.78234e-11,1.48528e-11,-78.2819,-47.4901,-10.7918,0,10.4896,0.78,1,1.62111,0
9,0,3,0,0,2,240,81,0.149825,-0.375176,38.53,218,0,-1.0852,-0.512197,160,83,73,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,12.0482,11.1481,0.54,0,1.2,0
9,0,3,0,0,2,240,80,-0.399824,-0.0578364,35.64,219,2,-4.74021,-3.7866,140,40,40,1.73273e-12,1.44394e-12,-88.4045,-57.6127,-10.7918,0,0.367008,0.73,1,6.06695,1
9,0,3,0,0,2,240,79,0.143122,-0.371306,46.78,220,0,-6.18444,-3.98478,129,6,6,1.02111e-12,8.50927e-13,-90.7011,-59.9093,-10.7918,0,-1.92956,0.07,1,7.35702,1
9,0,3,0,0,2,240,78,-0.393121,-0.0617064,55.09,221,1,-1.97987,-7.81921,123,18,18,8.00553e-13,6.67128e-13,-91.7579,-60.9661,-10.7918,0,-2.9864,0.95,1,8.06597,1
9,0,3,0,0,2,240,77,0.136418,-0.367436,51.76,222,1,0.736179,-1.60569,160,37,37,1.67799e-11,1.39833e-11,-78.5439,-47.7521,-10.7918,0,10.2276,0.75,1,1.76641,0
9,0,3,0,0,2,240,76,-0.386418,-0.0655764,54.61,223,0,1.71401,-3.04514,159,155,155,6.77996e-12,5.64997e-12,-82.4795,-51.6877,-10.7918,0,6.29197,0.82,1,3.49438,0
9,0,3,0,0,2,240,75,0.129715,-0.363566,31.14,224,0,-3.14361,-4.97338,141,136,136,1.88571e-12,1.57143e-12,-88.0371,-57.2453,-10.7918,0,0.734451,0.61,1,5.8836,1
9,0,3,0,0,2,240,74,-0.379715,-0.0694464,43.54,225,0,-1.13551,-0.388088,160,73,73,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.57,1,1.2,0
9,0,3,0,0,2,240,73,0.123012,-0.359696,46.17,226,1,-2.93975,-7.34076,124,98,98,8.43008e-13,7.02507e-13,-91.5335,-60.7417,-10.7918,0,-2.76198,0.21,1,7.90752,1
9,0,3,0,0,2,240,72,-0.373012,-0.0733164,33.34,227,0,2.15524,-7.7169,123,115,115,8.14574e-13,6.78812e-13,-91.6825,-60.8907,-10.7918,0,-2.91099,0.06,1,8.01221,1
9,0,3,0,0,2,240,71,0.116309,-0.355826,59.44,228,1,-1.89226,-1.55486,160,33,33,1.2107e-11,1.00891e-11,-79.9615,-49.1696,-10.7918,0,8.81005,0.82,1,2.44913,0
9,0,3,0,0,2,240,70,-0.366309,-0.0771864,54.31,229,1,0.810762,-9.90849,110,79,79,4.81645e-13,4.01371e-13,-93.9645,-63.1727,-10.7918,0,-5.19303,0.86,1,9.9416,1
9,0,3,0,0,2,240,69,0.109606,-0.351956,31.58,230,2,-2.18615,-1.6958,160,100,100,1.02175e-11,8.51459e-12,-80.6984,-49.9066,-10.7918,0,8.07315,0.39,1,2.76676,0
9,0,3,0,0,2,240,68,-0.359606,-0.0810564,36.5,231,2,-1.51299,-0.345993,160,42,42,1.8317e-11,1.52642e-11,-78.1633,-47.3715,-10.7918,0,10.6082,0.88,1,1.55205,0
9,0,3,0,0,2,240,67,0.102903,-0.348086,57,232,1,-6.39607,-2.82181,132,57,57,1.17271e-12,9.77257e-13,-90.0999,-59.3081,-10.7918,0,-1.3284,0.12,1,6.99087,1
9,0,3,0,0,2,240,66,-0.352903,-0.0849264,54.65,233,0,1.32346,-3.32106,159,73,73,6.47339e-12,5.39449e-12,-82.6805,-51.8887,-10.7918,0,6.09102,0.64,1,3.57505,0
9,0,3,0,0,2,240,65,0.0962003,-0.344216,40.99,234,2,-0.523084,-1.07999,160,144,137,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,4.86111,11.1481,0.94,1,1.2,0
9,0,3,0,0,2,240,64,-0.3462,-0.0887964,40.1,235,0,-1.71612,-0.293195,160,121,119,1.69626e-11,1.41355e-11,-78.4969,-47.7051,-10.7918,1.65289,10.2746,0.84,1,1.74098,0
9,0,3,0,0,2,240,63,0.0894972,-0.340346,45.62,236,0,-1.84785,-0.715816,160,26,26,1.52456e-11,1.27047e-11,-78.9604,-48.1686,-10.7918,0,9.81114,0.17,1,1.98165,0
9,0,3,0,0,2,240,62,-0.339497,-0.0926664,55.39,237,2,-6.15989,-4.13933,128,108,108,9.9745e-13,8.31208e-13,-90.8029,-60.0111,-10.7918,0,-2.03139,0.27,0,7.42148,1
9,0,3,0,0,2,240,61,0.0827942,-0.336476,57.7,238,0,-2.44671,-8.47282,117,96,96,6.38784e-13,5.3232e-13,-92.7383,-61.9465,-10.7918,0,-3.96676,0.58,1,8.81902,1
9,0,3,0,0,2,240,60,-0.332794,-0.0965364,34.22,239,2,3.9359,-8.46418,114,82,72,5.56946e-13,4.64121e-13,-93.3337,-62.5419,-10.7918,12.1951,-4.56217,0.39,1,9.33454,1
9,0,3,0,0,2,240,59,0.0760911,-0.332606,39.89,240,1,1.18478,-8.59053,119,92,92,6.65949e-13,5.54957e-13,-92.5574,-61.7656,-10.7918,0,-3.78589,0.52,1,8.67185,1
9,0,3,0,0,2,240,58,-0.326091,-0.100406,52.84,241,0,-9.29721,-1.8594,113,94,94,5.36898e-13,4.47415e-13,-93.4929,-62.7011,-10.7918,0,-4.72138,0.71,1,9.48132,1
9,0,3,0,0,2,240,57,0.0693881,-0.328736,57.59,242,2,-1.2467,-5.75344,141,4,4,1.88275e-12,1.56896e-12,-88.0439,-57.2521,-10.7918,0,0.727625,0.36,1,5.88696,1
9,0,3,0,0,2,240,56,-0.319388,-0.104276,47.91,243,2,-2.42067,-4.7743,146,109,109,2.44064e-12,2.03387e-12,-86.9168,-56.125,-10.7918,0,1.85474,0.42,1,5.35291,1
9,0,3,0,0,2,240,55,0.0626851,-0.324866,47.71,244,0,-4.94165,-2.75534,144,76,68,2.09944e-12,1.74954e-12,-87.5708,-56.779,-10.7918,10.5263,1.20074,0.54,1,5.6579,1
9,0,3,0,0,2,240,54,-0.312685,-0.108146,40.34,245,0,-0.210671,-1.18136,160,34,34,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.11,1,1.2,0
9,0,3,0,0,2,240,53,0.055982,-0.320996,43.9,246,2,-4.12486,-2.81371,148,45,45,2.93767e-12,2.44806e-12,-86.1118,-55.32,-10.7918,0,2.65973,0.25,1,4.99314,0
9,0,3,0,0,2,240,52,-0.305982,-0.112016,43.22,247,2,1.82202,-6.89767,131,85,85,1.10964e-12,9.24704e-13,-90.34,-59.5482,-10.7918,0,-1.56846,0.48,1,7.13425,1
9,0,3,0,0,2,240,51,0.049279,-0.317126,34.58,248,2,-4.08885,-4.4108,140,28,28,1.77478e-12,1.47899e-12,-88.3004,-57.5085,-10.7918,0,0.47115,0.92,1,6.01447,1
